,duration_minutes,title,release_year,rating,description,show_id,added_month,added_month_name,added_year
3380,92,Figures of Speech,2016,TV-PG,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition.",80132411,12,December,2016
3381,113,Being Mrs Elliot,2014,TV-14,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.",81172911,12,December,2019
3382,82,Falz Experience,2018,TV-MA,"Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show.",81172866,12,December,2019
3383,141,Iyore,2015,TV-14,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.,81172897,12,December,2019
3384,107,The First Lady,2015,TV-MA,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle.",80126996,12,December,2019
3385,126,The Two Popes,2019,PG-13,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.",80174451,12,December,2019
3386,95,2036 Origin Unknown,2018,TV-14,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery.",81001097,12,December,2018
3387,78,23:59:00,2011,R,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",70270949,12,December,2018
3388,22,Aggretsuko: We Wish You a Metal Christmas,2018,TV-PG,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.",81008536,12,December,2018
3389,95,Imperfect,2012,TV-MA,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble.",81036532,12,December,2018
3390,82,Lang Tong,2015,TV-MA,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.",81036535,12,December,2018
3391,89,Miss J Contemplates Her Choice,2014,TV-MA,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.,81036533,12,December,2018
3392,84,48 Christmas Wishes,2017,TV-Y7,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.",80232740,12,December,2017
3393,103,Jeremiah Tower: The Last Magnificent,2016,R,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine.",80107030,12,December,2017
3394,22,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,2016,TV-Y7,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,80163222,12,December,2016
3395,115,Daemonium,2015,NR,"In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell.",80142140,12,December,2016
3396,88,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,2016,TV-14,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",80117628,12,December,2016
3397,87,George of the Jungle 2,2003,PG,"Now married and raising a son, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne.",60030245,12,December,2016
3398,78,Leo the Lion,2013,TV-Y7-FV,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him.",70271592,12,December,2015
3399,73,Magic Snowflake,2013,TV-Y,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.,80046144,12,December,2015
3400,72,Santa's Apprentice,2010,TV-G,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus.",80046145,12,December,2015
3401,155,Teefa in Trouble,2018,TV-14,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl.",81036338,12,December,2018
3402,119,The Lobster,2015,R,"In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",80058480,12,December,2018
3403,142,Jab Harry Met Sejal,2017,TV-14,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,80206847,12,December,2017
3404,78,Temple,2017,TV-MA,Three unsuspecting American tourists visit a mysterious mountain shrine in Japan despite uncanny warnings from local inhabitants to stay away.,80164930,12,December,2017
3405,112,For the Love of Spock,2016,TV-14,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years.",80115102,12,December,2016
3406,90,White Girl,2016,UR,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away.",80098467,12,December,2016
3407,88,Yoga Hosers,2016,PG-13,"With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.",80098491,12,December,2016
3408,25,After the Raid,2019,TV-PG,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,80244681,12,December,2019
3409,90,Ascharyachakit!,2018,TV-MA,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.",81018239,12,December,2018
3410,85,Miss Me This Christmas,2017,TV-14,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship.",80205978,12,December,2017
3411,69,Russell Howard: Recalibrate,2017,TV-MA,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive.",80189806,12,December,2017
3412,100,The Women's Balcony,2016,TV-PG,"A conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation.",80155902,12,December,2017
3413,85,You Can’t Fight Christmas,2017,TV-PG,"After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator.",80206057,12,December,2017
3414,86,Miss Stevens,2016,NR,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,80105358,12,December,2016
3415,94,Total Frat Movie,2016,NR,"A disbanded fraternity tries to get their act together by finding new members, but beer bongs, bad grades and a demented dean stand in their way.",80108691,12,December,2016
3416,26,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,2014,TV-MA,"It's Christmas, and BoJack wants nothing to do with it. Then Todd shows up with a giant candy cane and an old ""Horsin' Around"" Christmas episode.",80019503,12,December,2014
3417,94,The Humanity Bureau,2017,R,"In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",80218939,12,December,2018
3418,97,Some Freaks,2017,TV-MA,"A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people.",80175314,12,December,2017
3419,60,Mike Epps: Don't Take It Personal,2015,TV-MA,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,80039655,12,December,2015
3420,48,Pee-wee's Playhouse: Christmas Special,1988,TV-PG,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.",80023921,12,December,2014
3421,63,Ronny Chieng: Asian Comedian Destroys America!,2019,TV-MA,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",81070659,12,December,2019
3422,85,Lilli,2018,TV-MA,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang.",81045765,12,December,2018
3423,29,Prince of Peoria: A Christmas Moose Miracle,2018,TV-Y7,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day.",81018634,12,December,2018
3424,96,Skin Trade,2014,R,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,80039602,12,December,2018
3425,47,Bob's Broken Sleigh,2015,TV-G,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole.",80090672,12,December,2015
3426,73,My Little Pony Equestria Girls: Rainbow Rocks,2014,TV-Y,"Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase.",80012535,12,December,2014
3427,119,Burlesque,2010,PG-13,"After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice.",70137790,12,December,2019
3428,136,"Sincerely Yours, Dhaka",2018,TV-MA,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.,81048551,12,December,2019
